strain	date	country	continent
PQ200024.1	2024-04-30	Brazil	South America
PQ200027.1	2024-04-30	Brazil	South America
PQ200036.1	2024-05-02	Brazil	South America
PQ200051.1	2024-05-08	Brazil	South America
PQ200063.1	2024-05-10	Brazil	South America
PQ200108.1	2024-05-20	Brazil	South America
PQ200123.1	2024-05-27	Brazil	South America
PQ200159.1	2024-06-14	Brazil	South America
PQ200165.1	2024-06-17	Brazil	South America
PQ200204.1	2024-07-04	Brazil	South America
PQ295361.1	2024-03-24	Brazil	South America
PQ295364.1	2024-04-02	Brazil	South America
PQ295367.1	2024-04-02	Brazil	South America
PQ295370.1	2024-04-18	Brazil	South America
PQ295373.1	2024-04-18	Brazil	South America
PQ363068.2	2024-08-13	Italy	Europe
PQ381584.1	2024-05-20	Brazil	South America
PQ381585.1	2024-05-28	Brazil	South America
PQ381586.1	2024-05-23	Brazil	South America
PQ381587.1	2024-05-23	Brazil	South America
PQ381588.1	2024-06-15	Brazil	South America
PQ381589.1	2024-07-03	Brazil	South America
PQ381590.1	2024-07-03	Brazil	South America
PQ381591.1	2024-07-02	Brazil	South America
PQ381592.1	2024-07-02	Brazil	South America
PQ381593.1	2024-07-04	Brazil	South America
PQ381594.1	2024-07-01	Brazil	South America
PQ381595.1	2024-07-01	Brazil	South America
PQ381596.1	2024-07-01	Brazil	South America
PQ381597.1	2024-07-09	Brazil	South America
PQ381598.1	2024-07-10	Brazil	South America
PQ381599.1	2024-07-19	Brazil	South America
PQ381600.1	2024-07-22	Brazil	South America
PQ381601.1	2024-07-26	Brazil	South America
PQ381602.1	2024-07-26	Brazil	South America
PQ381603.1	2024-07-29	Brazil	South America
PQ381604.1	2024-07-30	Brazil	South America
PQ381605.1	2024-07-30	Brazil	South America
PQ417948.1	2024-07-13	Cuba	North America
PQ458690.1	2024-07-01	Brazil	South America
PQ458691.1	2024-07-02	Brazil	South America
PQ458692.1	2024-07-09	Brazil	South America
PQ458693.1	2024-06-19	Brazil	South America
PQ458694.1	2024-06-18	Brazil	South America
PQ458695.1	2024-07-09	Brazil	South America
PQ458696.1	2024-06-14	Brazil	South America
PQ458697.1	2024-06-26	Brazil	South America
PQ458698.1	2024-07-04	Brazil	South America
PQ458699.1	2024-06-19	Brazil	South America
PQ458700.1	2024-06-13	Brazil	South America
PQ458701.1	2024-06-20	Brazil	South America
PQ458702.1	2024-07-03	Brazil	South America
PQ458703.1	2024-06-27	Brazil	South America
PQ458704.1	2024-07-10	Brazil	South America
PQ458705.1	2024-06-18	Brazil	South America
PQ458706.1	2024-06-28	Brazil	South America
PQ458707.1	2024-06-19	Brazil	South America
PQ458708.1	2024-06-18	Brazil	South America
PQ458709.1	2024-07-04	Brazil	South America
PQ458710.1	2024-06-20	Brazil	South America
PQ458711.1	2024-07-12	Brazil	South America
PQ458712.1	2024-06-13	Brazil	South America
PQ458713.1	2024-06-30	Brazil	South America
PQ458714.1	2024-07-01	Brazil	South America
PQ458715.1	2024-07-01	Brazil	South America
PQ458716.1	2024-07-05	Brazil	South America
PQ458717.1	2024-07-02	Brazil	South America
PQ530048.1	2024-06-06	Spain	Europe
PQ537321.1	2024-03-24	Brazil	South America
PQ537322.1	2024-04-02	Brazil	South America
PQ537323.1	2024-04-18	Brazil	South America
PQ537324.1	2024-04-18	Brazil	South America
PQ550995.1	2024-05-11	Brazil	South America
PQ554038.1	2024-05-10	Brazil	South America
PQ554041.1	2024-05-09	Brazil	South America
PQ554047.1	2024-05-09	Brazil	South America
PQ554050.1	2024-05-10	Brazil	South America
PQ554062.1	2024-05-15	Brazil	South America
PQ554080.1	2024-05-20	Brazil	South America
PQ554098.1	2024-05-24	Brazil	South America
PQ554110.1	2024-05-27	Brazil	South America
PQ554137.1	2024-06-05	Brazil	South America
PQ554158.1	2024-06-10	Brazil	South America
PQ554329.1	2024-08-28	Brazil	South America
PQ559613.1	2024-06-24	Brazil	South America
PQ559614.1	2024-07-24	Brazil	South America
PQ559615.1	2024-06-20	Brazil	South America
PQ559616.1	2024-07-18	Brazil	South America
PQ559617.1	2024-06-26	Brazil	South America
PQ559618.1	2024-07-16	Brazil	South America
PQ559619.1	2024-06-14	Brazil	South America
PQ559620.1	2024-07-02	Brazil	South America
PQ559621.1	2024-06-27	Brazil	South America
PQ559622.1	2024-07-09	Brazil	South America
PQ559623.1	2024-06-30	Brazil	South America
PQ559624.1	2024-07-21	Brazil	South America
PQ559625.1	2024-06-19	Brazil	South America
PQ559626.1	2024-06-19	Brazil	South America
PQ559627.1	2024-07-31	Brazil	South America
PQ634536.1	2024-02-15	Bolivia	South America
PQ634537.1	2024-03-07	Bolivia	South America
PQ634538.1	2024-02-07	Bolivia	South America
PQ634539.1	2024-01-19	Bolivia	South America
PQ634540.1	2024-01-29	Bolivia	South America
PQ634541.1	2024-02-01	Bolivia	South America
PQ634542.1	2024-02-29	Bolivia	South America
PQ634543.1	2024-03-27	Bolivia	South America
PQ634544.1	2024-04-01	Bolivia	South America
PQ634545.1	2024-04-06	Bolivia	South America
PQ634546.1	2024-04-12	Bolivia	South America
PQ634547.1	2024-05-02	Bolivia	South America
PQ634548.1	2024-05-17	Bolivia	South America
PQ634549.1	2024-03-18	Bolivia	South America
PQ634550.1	2024-03-19	Bolivia	South America
PQ634551.1	2024-03-21	Bolivia	South America
PQ634552.1	2024-03-25	Bolivia	South America
PQ634553.1	2024-03-27	Bolivia	South America
PQ634554.1	2024-03-01	Bolivia	South America
PQ634555.1	2024-04-09	Bolivia	South America
PQ634556.1	2024-04-12	Bolivia	South America
PQ634557.1	2024-04-14	Bolivia	South America
PQ634558.1	2024-04-10	Bolivia	South America
PQ634559.1	2024-04-10	Bolivia	South America
PQ634560.1	2024-04-12	Bolivia	South America
PQ634561.1	2024-04-16	Bolivia	South America
PQ634562.1	2024-04-11	Bolivia	South America
PQ634563.1	2024-04-15	Bolivia	South America
PQ634564.1	2024-04-06	Bolivia	South America
PQ634565.1	2024-04-15	Bolivia	South America
PQ634566.1	2024-04-16	Bolivia	South America
PQ634567.1	2024-04-22	Bolivia	South America
PQ634568.1	2024-03-29	Bolivia	South America
PQ634569.1	2024-01-26	Bolivia	South America
PQ683506.1		Peru	South America
PQ683509.1		Peru	South America
PQ683512.1		Peru	South America
PQ754511.1	2024-09-04	Brazil	South America
PQ754529.1	2024-09-16	Brazil	South America
PQ754562.1	2024-09-30	Brazil	South America
PQ754571.1	2024-10-02	Brazil	South America
PQ754574.1	2024-10-03	Brazil	South America
PQ754604.1	2024-10-09	Brazil	South America
PQ754664.1	2024-10-22	Brazil	South America
PQ754670.1	2024-10-23	Brazil	South America
PQ754685.1	2024-10-25	Brazil	South America
PQ754691.1	2024-10-25	Brazil	South America
PQ754694.1	2024-10-29	Brazil	South America
PQ754715.1	2024-11-04	Brazil	South America
PQ754730.1	2024-11-05	Brazil	South America
PQ754733.1	2024-11-05	Brazil	South America
PQ754742.1	2024-11-06	Brazil	South America
PQ754748.1	2024-11-06	Brazil	South America
PQ754751.1	2024-11-05	Brazil	South America
PQ754757.1	2024-11-06	Brazil	South America
PQ754766.1	2024-11-06	Brazil	South America
PQ754784.1	2024-11-08	Brazil	South America
PQ801466.1	1991	Brazil	South America
PV419641.1	2024-02-22	Peru	South America
PV419644.1	2024-02-22	Peru	South America
PV419647.1	2024-01-25	Peru	South America
PV419650.1	2024-02-02	Peru	South America
PV419653.1	2024-02-06	Peru	South America
PV419656.1	2024-07-31	Peru	South America
PV419659.1	2024-07-10	Peru	South America
